HUMI,TEMP,cbwd,Iws,precipitation,PM,PM_Unsafe
0.487351914897539,0,NW,0.95412129356698,0,27,1
0.443423176542036,0,NW,0.960158931203093,0,25,1
0.381174364980233,0,NW,0.964242477016699,0,29,1
0.443423176542036,0,NW,0.968073241514602,0,32,1
0.443423176542036,0,NW,0.971609329954548,0,28,1
0.397091289181168,0,NW,0.974336220961205,0,29,1
0.348741571504895,0,NW,0.97668758130512,0,30,1
0.348741571504895,0,NW,0.978343394576209,0,30,1
0.501418362760603,0,NW,0.979829536337794,0,28,1
0.332272216692408,0,NW,0.980928020511204,0,26,1
0.501418362760603,0,NW,0.981939886971624,0,31,1
0.332272216692408,0,NW,0.983348013391858,0,33,1
0.381174364980233,0,NW,0.984360397584395,0,29,1
0.381174364980233,0,NW,0.98539508765088,0,31,1
0.365050535310672,0,NW,0.985770303247657,0,30,1
0.472992662802769,0,NW,0.986131507148365,0,34,1
0.52865443238623,0,NW,0.986575972261552,0,27,1
0.579479174136712,0,NW,0.986907702170501,0,25,1
0.472992662802769,0,NW,0.987405329672245,0,28,1
0.52865443238623,0,NW,0.987875724948339,0,28,1
0.365050535310672,0,NE,0.423368464353096,0,27,1
0.412782301638697,0,NE,0.549429401727735,0,27,1
0.365050535310672,0,NE,0.682461238426583,0,27,1
0.412782301638697,0,NE,0.74872731189683,0,29,1
0.365050535310672,0,NE,0.800751702805239,0,36,1
0.365050535310672,0,NE,0.831956126883165,0,30,1
0.315670392851407,0,NE,0.855736884296434,0,27,1
0.282198132484804,0,NE,0.874410849057384,0,39,1
0.282198132484804,0,NE,0.880238208605332,0,41,1
0.381174364980233,0,cv,0.0975075727431294,0,33,1
0.332272216692408,0,NW,0.198973795350836,0,50,1
0.282198132484804,0,NW,0.345199886780005,0,56,1
0.332272216692408,0,NW,0.445576195966263,0,59,1
0.332272216692408,0,NW,0.519407751013691,0,60,1
0.487351914897539,0,NW,0.611232270342441,0,84,1
0.443423176542036,0,NW,0.675009578951548,0,106,1
0.646696360670615,0,NW,0.722061416587365,0,66,1
0.487351914897539,0,NW,0.767059908060888,0,50,1
0.646696360670615,0,NW,0.794044924881154,0,56,1
0.52865443238623,0,NW,0.816080420245027,0,77,1
0.365050535310672,0,NE,0.373135011818532,0,50,1
0.315670392851407,0,NE,0.549112067148217,0,44,1
0.315670392851407,0,NE,0.682295316353972,0,27,1
0.315670392851407,0,NE,0.738413097558316,0,28,1
0.315670392851407,0,NE,0.793889781436881,0,21,0
0.315670392851407,0,NE,0.826833427765723,0,25,1
0.365050535310672,0,NE,0.851777455460506,0,20,0
0.315670392851407,0,NE,0.874343127987093,0,29,1
0.315670392851407,0,NE,0.889367620678875,0,34,1
0.282198132484804,0,NE,0.903665802953147,0,42,1
0.282198132484804,0,NE,0.913586978298897,0,28,1
0.231898705248732,0,NE,0.920535883433719,0,36,1
0.332272216692408,0,NW,0.373135011818532,0,48,1
0.298967404276011,0,NW,0.465708536746689,0,49,1
0.248619209348913,0,cv,0.0975075727431294,0,52,1
0.248619209348913,0,NW,0.198973795350836,0,56,1
0.348741571504895,0,NW,0.345199886780005,0,96,1
0.298967404276011,0,NW,0.445576195966263,0,75,1
0.541818107805529,0,cv,0.0975075727431294,0,105,1
0.443423176542036,0,NW,0.198973795350836,0,132,1
0.603069213738058,0,NW,0.345199886780005,0,93,1
0.646696360670615,0,NW,0.445576195966263,0,131,1
0.70375301489466,0,NW,0.519407751013691,0,127,1
0.70375301489466,0,NW,0.576349225208657,0,130,1
0.70375301489466,0,cv,0.0413120250693206,0,43,1
0.744327093400745,0,cv,0.151034236882805,0,37,1
0.541818107805529,0,NW,0.373135011818532,0,30,1
0.541818107805529,0,NW,0.519048615702109,0,28,1
0.428230957710597,0,NW,0.610991904339274,0,24,0
0.487351914897539,0,NW,0.689610208605494,0,23,0
0.315670392851407,0,NE,0.423368464353096,0,24,0
0.428230957710597,0,NW,0.373135011818532,0,27,1
0.381174364980233,0,NW,0.576066886492617,0,40,1
0.381174364980233,0,NW,0.666873874453499,0,42,1
0.443423176542036,0,NW,0.715932059153196,0,42,1
0.348741571504895,0,NW,0.753461901116398,0,55,1
0.298967404276011,0,NW,0.77121279702984,0,52,1
0.298967404276011,0,NW,0.786859445118626,0,51,1
0.298967404276011,0,NW,0.800751702805239,0,57,1
0.458347050463145,0,NW,0.813165260699952,0,50,1
0.458347050463145,0,NW,0.824320521520541,0,54,1
0.554676828249526,0,NE,0.0975075727431294,0,67,1
0.614415148386025,0,NW,0.198973795350836,0,106,1
0.751748638580635,0,NE,0.198973795350836,0,159,1
0.70375301489466,0,cv,0.0413120250693206,0,198,1
0.603069213738058,0,cv,0.151034236882805,0,190,1
0.70375301489466,0,cv,0.240852723707992,0,210,1
0.751748638580635,0,NW,0.198973795350836,0,195,1
0.791898966388205,0,NW,0.345199886780005,0,275,1
0.751748638580635,0,NE,0.0975075727431294,0,164,1
0.751748638580635,0,SE,0.0975075727431294,0,110,1
0.791898966388205,0,cv,0.0413120250693206,0,100,1
0.791898966388205,0,cv,0.151034236882805,0,81,1
0.791898966388205,0,NW,0.198973795350836,0,71,1
0.797911959822435,0,NE,0.0975075727431294,0,66,1
0.758952371072937,0,SE,0.0975075727431294,0,92,1
0.758952371072937,0,SE,0.197967059205336,0,135,1
0.614415148386025,0,NE,0.0975075727431294,0,155,1
0.666794792371817,0,cv,0.0975075727431294,0,198,1
0.614415148386025,0,SE,0.313860901522561,0,250,1
0.625465799498373,0,SE,0.423368464353096,0,200,1
0.56723031662516,0,cv,0.0975075727431294,0,231,1
0.56723031662516,0,cv,0.197967059205336,0,250,1
0.56723031662516,0,cv,0.278454576699269,0,212,1
0.515187063625483,0,SE,0.0975075727431294,0,219,1
0.56723031662516,0,cv,0.0413120250693206,0,227,1
0.666794792371817,0,cv,0.151034236882805,0,226,1
0.712349014529358,0,cv,0.198973795350836,0,225,1
0.751748638580635,0,NW,0.198973795350836,0,168,1
0.614415148386025,0,NW,0.423368464353096,0,169,1
0.712349014529358,0,NW,0.502716370036389,0,165,1
0.751748638580635,0,cv,0.0975075727431294,0,159,1
0.751748638580635,0,NW,0.313860901522561,0,167,1
0.791898966388205,0,NW,0.423368464353096,0,196,1
0.830389174482795,0,NW,0.549429401727735,0,169,1
0.751748638580635,0,NW,0.600134902839154,0,155,1
0.791898966388205,0,NW,0.682461238426583,0,119,1
0.791898966388205,0,NW,0.738530468414229,0,106,1
0.751748638580635,0,NW,0.779231604869821,0,93,1
0.751748638580635,0,NW,0.810103311917197,0,84,1
0.515187063625483,0,NE,0.465708536746689,0,73,1
0.458347050463145,0,NE,0.640919532875584,0,66,1
0.412782301638697,0,NE,0.73315536127903,0,40,1
0.472992662802769,0,NE,0.790425225454158,0,49,1
0.412782301638697,0,NE,0.824261350730702,0,50,1
0.428230957710597,0,NE,0.849797756364729,0,49,1
0.472992662802769,0,NE,0.866397822203603,0,41,1
0.428230957710597,0,NE,0.872837963597878,0,37,1
0.428230957710597,0,NW,0.198973795350836,0,45,1
0.56723031662516,0,NE,0.313860901522561,0,44,1
0.515187063625483,0,NW,0.313860901522561,0,54,1
0.56723031662516,0,NW,0.423368464353096,0,50,1
0.515187063625483,0,NE,0.313860901522561,0,47,1
0.625465799498373,0,cv,0.0413120250693206,0,66,1
0.625465799498373,0,cv,0.0987547269063308,0,75,1
0.758952371072937,0,NW,0.0975075727431294,0,82,1
0.751748638580635,0,NW,0.197967059205336,0,66,1
0.712349014529358,0,NW,0.422854797358566,0,83,1
0.751748638580635,0,NW,0.549112067148217,0,62,1
0.70375301489466,0,NW,0.599881589361777,0,40,1
0.712349014529358,0,NW,0.666873874453499,0,23,0
0.65688477168817,0,NW,0.715932059153196,0,25,1
0.70375301489466,0,NW,0.753461901116398,0,27,1
0.70375301489466,0,NW,0.783103299706587,0,35,1
0.712349014529358,0,NW,0.797408128844176,0,50,1
0.515187063625483,0,NE,0.373135011818532,0,70,1
0.56723031662516,0,NW,0.313860901522561,0,75,1
0.56723031662516,0,NW,0.484861343752069,0,58,1
0.579479174136712,0,NW,0.588430831403659,0,70,1
0.579479174136712,0,NW,0.658738875504029,0,68,1
0.579479174136712,0,NW,0.689769313804138,0,71,1
0.52865443238623,0,NW,0.716067853850182,0,88,1
0.579479174136712,0,NW,0.753567689764338,0,84,1
0.676431383610488,0,NW,0.790505073194663,0,83,1
0.515187063625483,0,NW,0.818857025501081,0,66,1
0.515187063625483,0,NW,0.83672457056706,0,27,1
0.428230957710597,0,NW,0.859442425981625,0,24,0
0.365050535310672,0,NW,0.889395130433446,0,22,0
0.365050535310672,0,NW,0.908418168564045,0,23,0
0.412782301638697,0,NW,0.922687141656029,0,27,1
0.515187063625483,0,cv,0.0975075727431294,0,23,0
0.554676828249526,0,NW,0.373135011818532,0,17,0
0.501418362760603,0,NW,0.576066886492617,0,17,0
0.443423176542036,0,NE,0.373135011818532,0,16,0
0.443423176542036,0,NW,0.313860901522561,0,16,0
0.443423176542036,0,NE,0.423368464353096,0,20,0
0.487351914897539,0,NW,0.465708536746689,0,20,0
0.298967404276011,0,NW,0.682461238426583,0,18,0
0.332272216692408,0,NW,0.779318935574816,0,25,1
0.298967404276011,0,NW,0.829455281694404,0,26,1
0.348741571504895,0,NW,0.849797756364729,0,27,1
0.265401216306716,0,NW,0.882942738476221,0,28,1
0.265401216306716,0,NW,0.905613286656283,0,15,0
0.265401216306716,0,NW,0.920552047272706,0,24,0
0.215290419010103,0,NW,0.930902489118942,0,13,0
0.215290419010103,0,NW,0.937832016253223,0,13,0
0.215290419010103,0,NW,0.942885606687445,0,13,0
0.298967404276011,0,NW,0.947326282393841,0,17,0
0.215290419010103,0,NW,0.950569147714844,0,20,0
0.248619209348913,0,NW,0.95351300227516,0,27,1
0.282198132484804,0,NW,0.954737503972148,0,20,0
0.428230957710597,0,NW,0.955912984130339,0,15,0
0.443423176542036,0,cv,0.0975075727431294,0,21,0
0.603069213738058,0,cv,0.197967059205336,0,21,0
0.541818107805529,0,NE,0.198973795350836,0,37,1
0.541818107805529,0,NW,0.0975075727431294,0,26,1
0.646696360670615,0,NE,0.198973795350836,0,15,0
0.381174364980233,0,NE,0.345199886780005,0,9,0
0.365050535310672,0,NW,0.313860901522561,0,11,0
0.428230957710597,0,NW,0.519048615702109,0,11,0
0.282198132484804,0,NW,0.666873874453499,0,16,0
0.315670392851407,0,NW,0.727582201960619,0,13,0
0.282198132484804,0,NW,0.771119842008118,0,15,0
0.231898705248732,0,NW,0.815952499212127,0,21,0
0.282198132484804,0,NW,0.861176639413438,0,24,0
0.332272216692408,0,NW,0.898527414441876,0,22,0
0.381174364980233,0,NW,0.926636629872602,0,22,0
0.332272216692408,0,NW,0.942000415526136,0,22,0
0.381174364980233,0,NW,0.952229322232321,0,19,0
0.332272216692408,0,NW,0.960405622473295,0,23,0
0.282198132484804,0,NW,0.964451647843103,0,25,1
0.282198132484804,0,NW,0.968249349959316,0,25,1
0.332272216692408,0,NW,0.971166563223757,0,31,1
0.381174364980233,0,NW,0.973697106856912,0,25,1
0.332272216692408,0,NW,0.975907663739114,0,22,0
0.381174364980233,0,NW,0.97785088955216,0,22,0
0.381174364980233,0,NW,0.979921854537485,0,15,0
0.332272216692408,0,NW,0.981717115098052,0,16,0
0.332272216692408,0,NW,0.983150553997854,0,11,0
0.282198132484804,0,NW,0.984720463756019,0,11,0
0.381174364980233,0,NW,0.98572078452677,0,12,0
0.282198132484804,0,NW,0.986530522203253,0,11,0
0.282198132484804,0,NW,0.987537994268318,0,12,0
0.282198132484804,0,NW,0.988555032131463,0,27,1
0.282198132484804,0,NW,0.989283348078193,0,28,1
0.282198132484804,0,NW,0.989882761326415,0,34,1
0.332272216692408,0,NW,0.990492907547146,0,33,1
0.282198132484804,0,NW,0.990861166346765,0,36,1
0.298967404276011,0,NW,0.991209086136345,0,26,1
0.298967404276011,0,NW,0.991611491069839,0,49,1
0.215290419010103,0,NW,0.992033402062048,0,52,1
0.215290419010103,0,NW,0.992425322159706,0,47,1
0.135991671688905,0,NW,0.992750515666019,0,47,1
0.182634031854864,0,NW,0.992962719805222,0,39,1
0.348741571504895,0,SE,0.198973795350836,0,59,1
0.397091289181168,0,cv,0.0413120250693206,0,76,1
0.397091289181168,0,cv,0.151034236882805,0,96,1
0.501418362760603,0,SE,0.198973795350836,0,95,1
0.65688477168817,0,cv,0.0975075727431294,0,68,1
0.65688477168817,0,cv,0.197967059205336,0,65,1
0.712349014529358,0,NE,0.0975075727431294,0,75,1
0.751748638580635,0,NE,0.197967059205336,0,257,1
0.70375301489466,0,NE,0.278454576699269,0,174,1
0.70375301489466,0,NW,0.0975075727431294,0,164,1
0.751748638580635,0,NW,0.197967059205336,0,161,1
0.751748638580635,0,NW,0.344535395212307,0,137,1
0.751748638580635,0,NW,0.502332693616309,0,92,1
0.70375301489466,0,NW,0.621313254535516,0,64,1
0.751748638580635,0,NW,0.682295316353972,0,87,1
0.751748638580635,0,NW,0.709699449080154,0,87,1
0.70375301489466,0,NW,0.748617860196518,0,84,1
0.554676828249526,0,NW,0.786777193981698,0,95,1
0.56723031662516,0,NW,0.800678427908635,0,79,1
0.472992662802769,0,NW,0.813099590028508,0,75,1
0.365050535310672,0,NW,0.824261350730702,0,79,1
0.412782301638697,0,NW,0.83434236480376,0,86,1
0.428230957710597,0,NW,0.849797756364729,0,72,1
0.365050535310672,0,cv,0.0975075727431294,0,89,1
0.472992662802769,0,SE,0.198973795350836,0,94,1
0.428230957710597,0,NW,0.465708536746689,0,69,1
0.315670392851407,0,NW,0.640919532875584,0,49,1
0.428230957710597,0,NW,0.766964005626972,0,33,1
0.412782301638697,0,NW,0.800678427908635,0,27,1
0.412782301638697,0,NE,0.313860901522561,0,20,0
0.365050535310672,0,NE,0.549429401727735,0,36,1
0.348741571504895,0,NE,0.682461238426583,0,37,1
0.515187063625483,0,NW,0.465708536746689,0,30,1
0.554676828249526,0,NW,0.640919532875584,0,18,0
0.501418362760603,0,NW,0.696627640745208,0,21,0
0.397091289181168,0,NW,0.758145113307653,0,13,0
0.397091289181168,0,NE,0.519048615702109,0,23,0
0.397091289181168,0,NE,0.666873874453499,0,26,1
0.458347050463145,0,NE,0.748617860196518,0,27,1
0.397091289181168,0,NE,0.786777193981698,0,30,1
0.397091289181168,0,NE,0.826833427765723,0,28,1
0.348741571504895,0,NE,0.861176639413438,0,26,1
0.365050535310672,0,NE,0.88154159913023,0,26,1
0.315670392851407,0,NE,0.892931238889022,0,31,1
0.315670392851407,0,NW,0.198973795350836,0,35,1
0.315670392851407,0,cv,0.0975075727431294,0,36,1
0.282198132484804,0,cv,0.197967059205336,0,37,1
0.231898705248732,0,cv,0.240852723707992,0,64,1
0.472992662802769,0,SE,0.0975075727431294,0,83,1
0.515187063625483,0,cv,0.0975075727431294,0,91,1
0.515187063625483,0,cv,0.197967059205336,0,90,1
0.579479174136712,0,SE,0.198973795350836,0,102,1
0.666794792371817,0,SE,0.345199886780005,0,94,1
0.758952371072937,0,cv,0.0975075727431294,0,87,1
0.797911959822435,0,cv,0.197967059205336,0,141,1
0.758952371072937,0,cv,0.278454576699269,0,211,1
0.797911959822435,0,NE,0.0975075727431294,0,242,1
0.758952371072937,0,cv,0.0975075727431294,0,271,1
0.797911959822435,0,NE,0.0975075727431294,0,249,1
0.797911959822435,0,NE,0.197967059205336,0,200,1
0.758952371072937,0,NW,0.198973795350836,0,147,1
0.712349014529358,0,NW,0.279264459722159,0,114,1
0.758952371072937,0,NW,0.399308199945605,0,102,1
0.758952371072937,0,NW,0.484861343752069,0,108,1
0.720698731390143,0,NW,0.549429401727735,0,135,1
0.720698731390143,0,NW,0.600134902839154,0,120,1
0.625465799498373,0,cv,0.0975075727431294,0,148,1
0.579479174136712,0,NW,0.198973795350836,0,127,1
0.579479174136712,0,cv,0.0975075727431294,0,128,1
0.52865443238623,0,cv,0.197967059205336,0,140,1
0.52865443238623,0,cv,0.278454576699269,0,148,1
0.579479174136712,0,cv,0.343869521139891,0,150,1
0.636224844146212,0,NE,0.0975075727431294,0,154,1
0.720698731390143,0,cv,0.0975075727431294,0,197,1
0.720698731390143,0,cv,0.197967059205336,0,235,1
0.758952371072937,0,cv,0.240852723707992,0,261,1
0.797911959822435,0,cv,0.313129357740127,0,269,1
0.835247096262223,0,NW,0.0975075727431294,0,266,1
0.797911959822435,0,NW,0.279264459722159,0,263,1
0.797911959822435,0,NW,0.465708536746689,0,241,1
0.797911959822435,0,cv,0.0413120250693206,0,205,1
0.797911959822435,0,cv,0.151034236882805,0,160,1
0.835247096262223,0,NW,0.198973795350836,0,150,1
0.797911959822435,0,NW,0.345199886780005,0,148,1
0.758952371072937,0,NW,0.502716370036389,0,208,1
0.797911959822435,0,NW,0.600134902839154,0,209,1
0.712349014529358,0,NW,0.641126857143667,0,183,1
0.797911959822435,0,NW,0.696780345627869,0,161,1
0.720698731390143,0,NW,0.738647746621321,0,182,1
0.676431383610488,0,cv,0.0413120250693206,0,230,1
0.676431383610488,0,cv,0.151034236882805,0,170,1
0.636224844146212,0,cv,0.240852723707992,0,172,1
0.579479174136712,0,cv,0.313129357740127,0,154,1
0.541818107805529,0,cv,0.372527100011756,0,166,1
0.487351914897539,0,cv,0.398750583241238,0,177,1
0.541818107805529,0,SE,0.0975075727431294,0,191,1
0.636224844146212,0,SE,0.197967059205336,0,212,1
0.720698731390143,0,SE,0.278454576699269,0,250,1
0.765943923786581,0,NE,0.0975075727431294,0,268,1
0.765943923786581,0,cv,0.0413120250693206,0,317,1
0.803745163362738,0,cv,0.0987547269063308,0,291,1
0.835247096262223,0,cv,0.152160020542346,0,313,1
0.797911959822435,0,NE,0.0975075727431294,0,282,1
0.835247096262223,0,cv,0.0975075727431294,0,282,1
0.835247096262223,0,NW,0.313860901522561,0,303,1
0.835247096262223,0,NW,0.423368464353096,0,349,1
0.797911959822435,0,NW,0.502716370036389,0,407,1
0.835247096262223,0,NW,0.534714038502004,0,361,1
0.835247096262223,0,NE,0.198973795350836,0,234,1
0.797911959822435,0,NW,0.0975075727431294,0,149,1
0.797911959822435,0,NW,0.373135011818532,0,147,1
0.797911959822435,0,NW,0.465708536746689,0,184,1
0.720698731390143,0,NW,0.599881589361777,0,161,1
0.720698731390143,0,NW,0.640919532875584,0,137,1
0.685799709671448,0,NW,0.674836552170296,0,146,1
0.636224844146212,0,NW,0.70336559365946,0,144,1
0.541818107805529,0,NW,0.727708280120675,0,154,1
0.501418362760603,0.00108772523878267,NE,0.198973795350836,0,173,1
0.501418362760603,0.00108772523878267,cv,0.0975075727431294,0,188,1
0.541818107805529,0.00108772523878267,SE,0.0975075727431294,0,203,1
0.685799709671448,0,SE,0.279264459722159,0,233,1
0.728807845494879,0,cv,0.0975075727431294,0,408,1
0.765943923786581,0,SE,0.0975075727431294,0,435,1
0.803745163362738,0,cv,0.0975075727431294,0,403,1
0.772728877564312,0,NW,0.198973795350836,0,360,1
0.772728877564312,0,NW,0.345199886780005,0,402,1
0.728807845494879,0,cv,0.0975075727431294,0,358,1
0.80940367348071,0,NW,0.198973795350836,0,383,1
0.772728877564312,0,NW,0.423368464353096,0,332,1
0.772728877564312,0,NW,0.502716370036389,0,274,1
0.772728877564312,0,NW,0.563282235809105,0,256,1
0.80940367348071,0,NW,0.611232270342441,0,302,1
0.80940367348071,0,NW,0.631574180239089,0,330,1
0.80940367348071,0,NW,0.650036577626335,0,367,1
0.80940367348071,0,NW,0.682461238426583,0,297,1
0.772728877564312,0,cv,0.0975075727431294,0,331,1
0.772728877564312,0,NW,0.198973795350836,0,323,1
0.772728877564312,0,cv,0.0975075727431294,0,339,1
0.694905100010272,0.00108772523878267,NW,0.198973795350836,0,301,1
0.694905100010272,0.00108772523878267,cv,0.0975075727431294,0,310,1
0.736682062358941,0.00108772523878267,cv,0.151034236882805,0,305,1
0.736682062358941,0.00108772523878267,NE,0.0975075727431294,0,313,1
0.736682062358941,0.0123230056020773,cv,0.0413120250693206,0,336,1
0.736682062358941,0.0123230056020773,cv,0.151034236882805,0,357,1
0.772728877564312,0.0123230056020773,NE,0.0975075727431294,0,485,1
0.772728877564312,0.00108772523878267,cv,0.0975075727431294,0,426,1
0.736682062358941,0.0123230056020773,NW,0.198973795350836,0,403,1
0.772728877564312,0.00108772523878267,NW,0.423368464353096,0,374,1
0.80940367348071,0,NW,0.502716370036389,0,333,1
0.80940367348071,0,NW,0.563282235809105,0,343,1
0.772728877564312,0.00108772523878267,NW,0.641126857143667,0,364,1
0.839958733682365,0,NW,0.696780345627869,0,389,1
0.865393067078224,0,NW,0.722061416587365,0,368,1
0.839958733682365,0,NW,0.758247419014529,0,267,1
0.865393067078224,0,NW,0.80716307020276,0,71,1
0.772728877564312,0.00108772523878267,NW,0.826948830495368,0,81,1
0.80940367348071,0,NW,0.843537616485116,0,51,1
0.646696360670615,0.0123230056020773,NW,0.864770449640337,0,49,1
0.501418362760603,0.00108772523878267,NW,0.881633810902114,0,44,1
0.487351914897539,0,NW,0.900690110049898,0,45,1
0.487351914897539,0,NW,0.915242695879686,0,35,1
0.397091289181168,0.00108772523878267,NW,0.926665106495125,0,29,1
0.332272216692408,0,NW,0.936854435938357,0,27,1
0.332272216692408,0,NW,0.94416051006699,0,29,1
0.381174364980233,0,NE,0.549429401727735,0,16,0
0.381174364980233,0,NW,0.519048615702109,0,23,0
0.282198132484804,0,NE,0.465708536746689,0,28,1
0.332272216692408,0,NW,0.465708536746689,0,22,0
0.332272216692408,0,NW,0.666873874453499,0,11,0
0.315670392851407,0,NW,0.77121279702984,0,25,1
0.315670392851407,0,NW,0.824261350730702,0,16,0
0.182634031854864,0,NW,0.869665344161535,0,20,0
0.265401216306716,0,NW,0.896361894549949,0,20,0
0.231898705248732,0,NW,0.915206852574827,0,18,0
0.265401216306716,0,NW,0.930302394798493,0,18,0
0.265401216306716,0,NW,0.941554744582653,0,17,0
0.265401216306716,0,NW,0.950206217039745,0,17,0
0.298967404276011,0,NW,0.957023559140726,0,17,0
0.248619209348913,0,NW,0.961594284073709,0,15,0
0.198849210303228,0,NW,0.965461204038515,0,19,0
0.198849210303228,0,NW,0.968420124265666,0,16,0
0.198849210303228,0,NW,0.971899910374161,0,18,0
0.166707782986483,0,NW,0.974831950185939,0,18,0
0.135991671688905,0,NW,0.977117065096811,0,18,0
0.135991671688905,0,NW,0.979105118024346,0,26,1
0.215290419010103,0,NW,0.980091089149493,0,26,1
0.215290419010103,0,NE,0.313860901522561,0,25,1
0.135991671688905,0,NW,0.373135011818532,0,24,0
0.182634031854864,0,NE,0.313860901522561,0,15,0
0.151137045012793,0,SE,0.198973795350836,0,17,0
0.151137045012793,0,NE,0.198973795350836,0,15,0
0.0938415836253682,0,NW,0.423368464353096,0,21,0
0.121344204363101,0,NW,0.621541925289532,0,40,1
0.121344204363101,0,NW,0.709840592389959,0,51,1
0.182634031854864,0,NW,0.775329092025567,0,45,1
0.182634031854864,0,NW,0.807093771677518,0,61,1
0.515187063625483,0,NE,0.0975075727431294,0,72,1
0.515187063625483,0,NW,0.198973795350836,0,38,1
0.515187063625483,0,NW,0.345199886780005,0,35,1
0.365050535310672,0,NW,0.534714038502004,0,29,1
0.182634031854864,0,NW,0.73315536127903,0,26,1
0.182634031854864,0,NW,0.818794710633149,0,18,0
0.215290419010103,0,NW,0.859401669368498,0,15,0
0.298967404276011,0,NW,0.884257826859432,0,15,0
0.298967404276011,0,NW,0.899594653279588,0,22,0
0.298967404276011,0,NW,0.911898015692901,0,21,0
0.298967404276011,0,NW,0.920535883433719,0,19,0
0.348741571504895,0,NW,0.92790097949685,0,22,0
0.215290419010103,0,NW,0.933149581869932,0,25,1
0.231898705248732,0,NW,0.941113783645618,0,22,0
0.231898705248732,0,NW,0.949156526126377,0,26,1
0.182634031854864,0,NW,0.95703593109631,0,32,1
0.231898705248732,0,NW,0.962514398108263,0,30,1
0.151137045012793,0,NW,0.966993039953876,0,32,1
0.198849210303228,0,NW,0.970706384626055,0,30,1
0.198849210303228,0,NW,0.973561685055248,0,32,1
0.198849210303228,0,NW,0.975198395407162,0,37,1
0.231898705248732,0,NW,0.976468298931115,0,49,1
0.365050535310672,0,NW,0.977643216839637,0,47,1
0.265401216306716,0,NW,0.978539285751128,0,39,1
0.315670392851407,0,NW,0.979742536654744,0,35,1
0.315670392851407,0,NW,0.980684555225154,0,48,1
